eventid,iyear,imonth,iday,extended,resolution,country,country_txt,region,region_txt,provstate,city,latitude,longitude,location,summary,alternative,success,suicide,attacktype1,attacktype1_txt,targtype1,targtype1_txt,gname,motive,nperps,nperpcap,weaptype1,weaptype1_txt,nkill,nkillus,nkillter,nwound,nwoundus,nwoundte,property,propextent,propextent_txt,addnotes,dbsource
1.97003E+11,1970,3,30,0,,217,United States,1,North America,Illinois (U.S. State),Biggsville,40.85122,-90.864369,,"3/30/1970: Unknown perpetrators set fire to the Old State Bank of Biggsville building which housed the Selective Service Offices in Biggsville, Illinois, United States.  There were no casualties but the building and draft records were destroyed causing an estimated $10,500 in damages.",,1,0,7,Facility/Infrastructure Attack,2,Government (General),Left-Wing Militants,Protest and sabotage the draft,-99,-99,8,Incendiary,0,0,0,0,0,0,1,3,Minor (likely < $1 million),The perpetrators entered the building by forcing open a rear window.,Hewitt Project
1.97003E+11,1970,3,30,0,,217,United States,1,North America,Georgia (U.S. State),Fort Benning,32.3575,-84.95623,,"3/30/1971: A United States soldier threw a firebomb at the military courthouse in Fort Benning, Georgia, United States where the trial of Lt. William Calley was taking place.  Lt. William Calley was on trial for his involvement in the My Lai Massacre.  It is unknown if the attack was successful.",,1,0,7,Facility/Infrastructure Attack,4,Military,Left-Wing Militants,To protest the trial of Lt. William Calley and show sympathy for the defendant,1,1,8,Incendiary,0,0,0,0,0,0,-9,4,Unknown,,Hewitt Project
1.97003E+11,1970,3,31,1,25661,101,Japan,4,East Asia,,Fukouka,33.580412,130.396361,,,,1,0,4,Hijacking,6,Airports & Aircraft,Japanese Red Army (JRA),,,,6,Explosives/Bombs/Dynamite,0,0,0,0,0,0,0,,,,Hijacking DB
1.97003E+11,1970,3,31,0,,217,United States,1,North America,District of Columbia,Washington,38.89037,-77.031959,Selective Service Mail Room,"3/31/1970: In a series of related incidents, a letter bomb protesting the draft was sent to Curtis W. Tarr, the head of the Selective Services in Washington D.C., United States.  The bomb was intercepted and dismantled.",,0,0,3,Bombing/Explosion,2,Government (General),Left-Wing Militants,To protest against the draft.,-99,-99,6,Explosives/Bombs/Dynamite,0,0,0,0,0,0,0,,,"This was part of multiple attacks with incident 197003210001.  Both bombs were sent from Seattle and the letter bomb addressed to President Nixon stated that the Selective Service Offices were ""next.""",Hewitt Project
1.97003E+11,1970,3,31,0,,217,United States,1,North America,Washington (U.S. State),Seattle,47.60356,-122.329439,University of Washington,"3/31/1970: Unknown perpetrators bombed two jeeps owned by the University of Washington parked at the Seattle campus in Washington, United States.  There were no casualties, but the vehicles sustained major damages.",,1,0,3,Bombing/Explosion,8,Educational Institution,Student Radicals,,-99,-99,6,Explosives/Bombs/Dynamite,0,0,0,0,0,0,1,3,Minor (likely < $1 million),,Hewitt Project
1.97004E+11,1970,4,1,0,,217,United States,1,North America,Michigan (U.S. State),East Lansing,42.7375,-84.483779,,"4/1/1970: Unknown perpetrators bombed the administration building at Michigan State University in East Lansing, Michigan, United States.  There were no casualties but the building sustained $500 in damages.",,1,0,3,Bombing/Explosion,8,Educational Institution,Student Radicals,Protest racism and promote a leftist revolution,-99,-99,6,Explosives/Bombs/Dynamite,0,0,0,0,0,0,1,3,Minor (likely < $1 million),"The perpetrators painted ""Smash Racist U"" and ""Revolution"" on the wall next to the administration building",Hewitt Project
1.97004E+11,1970,4,1,0,,217,United States,1,North America,New York (U.S. State),Ithaca,42.440495,-76.495454,Cornell University,"4/1/1970: Unknown perpetrators started a fire at the building that houses the Africana Studies and Research Center at Cornell University in Ithaca, New York, United States.  There were no casualties but the building sustained an estimated $100,000 in damages.",,1,0,7,Facility/Infrastructure Attack,8,Educational Institution,White Extremists,To intimidate the African American community at Cornell University,-99,0,8,Incendiary,0,0,0,0,0,0,1,3,Minor (likely < $1 million),"This attack occurred amidst heightened racial tensions at Cornell University.  Five weeks earlier the Black Woman's Cooperative on campus was firebombed (197002220001).  In response to the attack, 100 African American Cornell students looted the campus book store and turned over two cars.  These students were disappoint with how the university handled the situation,  As a result of the disturbances, a curfew was established on campus.",Hewitt Project
1.97004E+11,1970,4,1,0,,217,United States,1,North America,Texas (U.S. State),Houston,29.76045,-95.369784,Rice University,"4/1/1970: Unknown perpetrators set a kerosene fire to the Naval R.O.T.C. building at Rice University in Houston, Texas, United States.  There were no casualties but a hole was burned through one side of the building.",,1,0,7,Facility/Infrastructure Attack,4,Military,Student Radicals,Protest the Vietnam War and the R.O.T.C.,-99,-99,8,Incendiary,0,0,0,0,0,0,1,3,Minor (likely < $1 million),Classes continued in the Naval R.O.T.C. building even while it was being repaired.  Less than a week later the office of the dean of students at Rice University was destroyed by a firebomb (197004050007).,Hewitt Project
1.97004E+11,1970,4,2,0,,217,United States,1,North America,New York (U.S. State),New York City,40.8501,-73.866246,The Bronx,"4/2/1970: Unknowns perpetrator placed a pipe bomb in a vestibule of Chase Manhattan Bank in the Bronx, New York, United States.  The bomb was discovered and subsequently dismantled by the police.",,0,0,3,Bombing/Explosion,1,Business,Left-Wing Militants,Revolutionary movement against the financial establishment,-99,-99,6,Explosives/Bombs/Dynamite,0,0,0,0,0,0,0,,,"Same types of bombs used in 197004040001 and 197004040002.  Also, there was a previous bombing against the same bank two weeks earlier (197003220002).",Hewitt Project
1.97004E+11,1970,4,4,0,,217,United States,1,North America,New York (U.S. State),New York City,40.71455,-74.007124,Manhattan,"4/4/1970: In a series of related attacks that failed, unknown perpetrators placed a pipe bomb at the Banco de Ponce in Manhattan, New York, United States.  The bomb was discovered and subsequently disarmed.",,0,0,3,Bombing/Explosion,1,Business,Left-Wing Militants,Revolutionary movement against the financial establishment,-99,-99,6,Explosives/Bombs/Dynamite,0,0,0,0,0,0,0,,,,Hewitt Project
1.97004E+11,1970,4,4,0,,217,United States,1,North America,New York (U.S. State),New York City,40.8501,-73.866246,The Bronx,"4/4/1970: In a series of related attacks that failed, unknown perpetrators placed a pipe bomb at a busy intersection in the Bronx, New York, United States.  The bomb was discovered and subsequently disarmed.",,0,0,3,Bombing/Explosion,14,Private Citizens & Property,Left-Wing Militants,,-99,-99,6,Explosives/Bombs/Dynamite,0,0,0,0,0,0,0,,,,Hewitt Project
1.97004E+11,1970,4,4,0,,217,United States,1,North America,Washington (U.S. State),Pullman,46.730155,-117.181494,Rogers Field Stadium,"4/4/1970: Unknown perpetrators set a fire at Rogers Field Stadium at Washington State University in Pullman, Washington, United States.  There were no casualties, but the stadium sustained $700,000 in damages.",2,1,0,7,Facility/Infrastructure Attack,8,Educational Institution,Student Radicals,,-99,0,8,Incendiary,0,0,0,0,0,0,1,3,Minor (likely < $1 million),"The reasons behind the attack was never discovered.  Police could not ascertain whether the motives were political or criminal.  In May 1970, Vietnam protesters attempted to burn down the northern stands of the stadium.",Hewitt Project
1.97004E+11,1970,4,5,0,,217,United States,1,North America,California (U.S. State),Trona,35.76625,-117.370674,,"4/5/1970: In a series of two incidents that were possibly related, unknown perpetrators bombed a power line pole supplying electrical power to a pumping station in Trona, California, United States.  There were no casualties but the power line pole was destroyed.  At the time, the American Potash Plant of Trona was the scene of a major workers strike.",,1,0,3,Bombing/Explosion,21,Utilities,Strikers,,-99,-99,6,Explosives/Bombs/Dynamite,0,0,0,0,0,0,1,3,Minor (likely < $1 million),"This incident might be part of a multiple attack with 197004050005.  The American Potash Plant of Trona California was the scene of a major workers strike.  Other attacks in Trona include 197004140002, 197004220001 197004220001, and 197005210001.",Hewitt Project
1.97004E+11,1970,4,5,0,,217,United States,1,North America,California (U.S. State),Trona,35.76625,-117.370674,,"4/5/1970: In a series of two incidents that were possibly related, unknown perpetrators set fire to barracks owned by the American Potash and Chemical Company in Trona, California, United States.  There were no casualties but the barracks were damaged.  At the time, the American Potash Plant of Trona was the scene of a major workers strike.",,1,0,7,Facility/Infrastructure Attack,1,Business,Strikers,,-99,-99,8,Incendiary,0,0,0,0,0,0,1,3,Minor (likely < $1 million),"This incident might be part of a multiple attack with 197004050004.   The American Potash Plant of Trona California was the scene of a major workers  strike.  Other attacks in Trona include 197004140002, 197004220001, 197004220001, and 197005210001.",Hewitt Project
1.97004E+11,1970,4,5,0,,217,United States,1,North America,New York (U.S. State),New York City,40.71455,-74.007124,Manhattan,"4/5/1970: Unknown perpetrators placed a bomb at the Young Women's Christian Association in Manhattan, New York, United States.  The bomb was discovered and subsequently disarmed.",2,0,0,3,Bombing/Explosion,12,NGO,Unknown,,-99,-99,6,Explosives/Bombs/Dynamite,0,0,0,0,0,0,0,,,The bomb was discovered taped underneath a table in the auditorium.,Hewitt Project
1.97004E+11,1970,4,5,0,,217,United States,1,North America,Texas (U.S. State),Houston,29.76045,-95.369784,Rice University,"4/5/1970: Unknown perpetrators set fire to the office of the dean of students at Rice University in Houston, Texas, United States.  There were no casualties but the office sustained an estimated $50,000 in damages.  Student records were also destroyed.",,1,0,7,Facility/Infrastructure Attack,8,Educational Institution,Student Radicals,,-99,-99,8,Incendiary,0,0,0,0,0,0,1,3,Minor (likely < $1 million),Less than a week before this incident the Naval R.O.T.C. at Rice University was firebombed (197004010003).,Hewitt Project
1.97004E+11,1970,4,8,0,,217,United States,1,North America,Kansas (U.S. State),Lawrence,38.973065,-95.236534,,"4/8/1970: Unknown perpetrators bombed the building of Anchor Savings & Loan in Lawrence, Kansas, United States.  There were no casualties but two windows were shattered.",2,1,0,3,Bombing/Explosion,1,Business,Unknown,,-99,-99,6,Explosives/Bombs/Dynamite,0,0,0,0,0,0,1,3,Minor (likely < $1 million),,Hewitt Project
1.97004E+11,1970,4,8,0,,217,United States,1,North America,Kansas (U.S. State),Baxter Springs,37.023676,-94.735504,,"4/8/1970: Unknown perpetrators bombed the car of a person working at a strike bound company in Baxter, Kansas, United States.  There were no casualties but the car was damaged.",,1,0,3,Bombing/Explosion,14,Private Citizens & Property,Strikers,Protest the strike,-99,-99,6,Explosives/Bombs/Dynamite,0,0,0,0,0,0,1,3,Minor (likely < $1 million),,Hewitt Project
1.97004E+11,1970,4,8,0,,217,United States,1,North America,California (U.S. State),Los Angeles,34.05349,-118.245319,450 Ficketts St.,"4/8/1970: Suspected members of the Chicano Liberation Front set fire to the administration building at Roosevelt High School in Los Angeles, California, United States.  There were no casualties but the building sustained over $100,000 in damages.",,1,0,7,Facility/Infrastructure Attack,8,Educational Institution,Chicano Liberation Front,To protest the poor quality of education at a school district made up primarily of Mexican-Americans.,-99,-99,8,Incendiary,0,0,0,0,0,0,1,3,Minor (likely < $1 million),"There were three other incidents also protesting the quality of education at Roosevelt High School (197003170002, 197004150005, and 197004150005).  Moreover, the school was the target of many demonstrations during this time period.  The fire was discovered at 5:00 AM.  A pile of books and magazines soaked in oil in the library were also discovered untouched by the fire.   The Chicano Liberation Front claimed credit for the incident in a tape recording sent to the Los Angeles Free Press.  The CLF stated that they were ""fed up with our people being treated like dogs."" However, authorities could not confirm if the CLF actually committed the attack.",Hewitt Project
1.97004E+11,1970,4,9,0,,217,United States,1,North America,Illinois (U.S. State),East St. Louis,38.6262,-90.163199,Fairview Heights Construction Sight,"4/9/1970: Unknown assailants bombed a shovel crane belonging to the Waggoner Equipment Rental & Excavating Company in East St. Louis, Illinois, United States.  There were no casualties but the crane sustained an estimated $30,000 in damages.  The perpetrators were protesting outside companies that worked on construction projects in East St. Louis.",2,1,0,3,Bombing/Explosion,1,Business,Unknown,Protest non-local companies from working in East St. Louis,-99,-99,6,Explosives/Bombs/Dynamite,0,0,0,0,0,0,1,3,Minor (likely < $1 million),The owner of Waggoner Equipment Rental & Excavating Company stated that he received a telephone call warning of the attack.,Hewitt Project
1.97004E+11,1970,4,11,0,,217,United States,1,North America,California (U.S. State),San Diego,32.715695,-117.161719,,"4/11/1970: Unknown perpetrators bombed the barracks at the Imperial Beach Naval Air Station in San Diego, California, United States.  There were no casualties but the barracks building was damaged.",,1,0,3,Bombing/Explosion,4,Military,Left-Wing Militants,Protest the Vietnam War,-99,-99,6,Explosives/Bombs/Dynamite,0,0,0,0,0,0,1,3,Minor (likely < $1 million),,Hewitt Project
1.97004E+11,1970,4,11,0,,217,United States,1,North America,New York (U.S. State),Ithaca,42.440495,-76.495454,Cornell University,"4/11/1970: Two unknown individuals threw Molotov cocktails into the Olin Library, McGraw Hall, Morrill Hall, and Psi Upsilon fraternity at Cornell University in Ithaca, New York, United States.  Only two of the Molotov cocktails ignited and caused minor damage.  There were no casualties.",,1,0,7,Facility/Infrastructure Attack,8,Educational Institution,Student Radicals,To destabilize Cornell University,2,-99,8,Incendiary,0,0,0,0,0,0,1,3,Minor (likely < $1 million),This attack occurred amidst heightened racial tensions at Cornell University.  A week earlier the Africana Studies and Research Center was firebombed (197004010002). The two perpetrators were identified as White.  There were many bomb threats to university buildings the next day.,Hewitt Project
1.97004E+11,1970,4,11,0,,217,United States,1,North America,Texas (U.S. State),Freeport,28.949564,-95.344371,,"4/11/1970: Unknown perpetrators firebombed a storage tank at the Dow Chemical Company located north of Freeport, Texas, United States.  Five people received minor injuries from flying glass and an estimated $250,000 in damages was caused to the facilities.",2,1,0,7,Facility/Infrastructure Attack,1,Business,Unknown,,-99,-99,8,Incendiary,0,0,0,5,5,0,1,3,Minor (likely < $1 million),,Hewitt Project
1.97004E+11,1970,4,13,0,,217,United States,1,North America,Missouri (U.S. State),Kansas City,39.10296,-94.583062,,"4/13/1970: In a series of related attacks, unknown perpetrators bombed East High School in Kansas City, Missouri, United States.  There were no casualties but the building sustained minor damage.",2,1,0,3,Bombing/Explosion,8,Educational Institution,Unknown,,-99,-99,6,Explosives/Bombs/Dynamite,0,0,0,0,0,0,1,3,Minor (likely < $1 million),"Part of a multiple attack with 197004130003 and 197004130004.  All three incidents occurred simultaneously around midnight.  This attack occurred two days before other bombings in Kansas City 197004160001, 197004160002, 197004160003.  The Kansas City Police department were unsure of the motive behind the attacks believing that the perpetrators could be left-wing radicals, right-wing radicals, or mad men.",Hewitt Project
1.97004E+11,1970,4,13,0,,217,United States,1,North America,Missouri (U.S. State),Kansas City,39.10296,-94.583062,,"4/13/1970: In a series of related attacks, unknown perpetrators bombed Linwood Methodist Church in Kansas City, Missouri, United States.  There were no casualties but the building sustained minor damage.",2,1,0,3,Bombing/Explosion,15,Religious Figures/Institutions,Unknown,,-99,-99,6,Explosives/Bombs/Dynamite,0,0,0,0,0,0,1,3,Minor (likely < $1 million),"Part of a multiple attack with 197004130002 and 197004130004.  All three incidents occurred simultaneously around midnight.  This attack occurred two days before other bombings in Kansas City 197004160001, 197004160002, 197004160003.  The Kansas City Police department were unsure of the motive behind the attacks believing that the perpetrators could be left-wing radicals, right-wing radicals, or mad men.",Hewitt Project
1.97004E+11,1970,4,13,0,,217,United States,1,North America,Missouri (U.S. State),Kansas City,39.10296,-94.583062,,"4/13/1970: In a series of related attacks, unknown perpetrators bombed the Police Academy of Kansas City, Missouri, United States.  There were no casualties but the windows of the Police Academy and surrounding buildings were shattered.",2,1,0,3,Bombing/Explosion,3,Police,Unknown,,-99,-99,6,Explosives/Bombs/Dynamite,0,0,0,0,0,0,1,3,Minor (likely < $1 million),"Part of a multiple attack with 197004130002 and 197004130003.  All three incidents occurred simultaneously around midnight.  This attack occurred two days before other bombings in Kansas City 197004160001, 197004160002, 197004160003.  The Kansas City Police department were unsure of the motive behind the attacks believing that the perpetrators could be left-wing radicals, right-wing radicals, or mad men.",Hewitt Project
1.97004E+11,1970,4,14,0,,217,United States,1,North America,California (U.S. State),Trona,35.76625,-117.370674,,"4/14/1970: Unknown perpetrators bombed a sewer leading from the American Potash Plant in Trona, California, United States.  There were no casualties but a substantial part of the sewer was destroyed.  At the time, the American Potash Plant of Trona was the scene of a major workers strike.",,1,0,3,Bombing/Explosion,1,Business,Strikers,,-99,-99,6,Explosives/Bombs/Dynamite,0,0,0,0,0,0,1,3,Minor (likely < $1 million),"Other attacks in during the strike in Trona include 197004050004, 197004050005, 197004220001, 197004220001, and 197005210001.",Hewitt Project
1.97004E+11,1970,4,14,0,,217,United States,1,North America,California (U.S. State),Long Beach,33.766725,-118.192399,California State University,"4/14/1970: Unknown perpetrators placed a pipe bomb in the Science Building at California State University, Long Beach, United States.  The bomb was discovered and subsequently disarmed.",,0,0,3,Bombing/Explosion,8,Educational Institution,Student Radicals,,-99,-99,6,Explosives/Bombs/Dynamite,0,0,0,0,0,0,0,,,,Hewitt Project
1.97004E+11,1970,4,14,0,,217,United States,1,North America,California (U.S. State),Los Angeles,34.05349,-118.245319,,"4/14/1970: Unknown perpetrators placed a stick of dynamite, kerosene, a cloth rag, matches, and a cigarette explosive device at the May Company Department Store in Los Angeles, California, United States.  The weapons were discovered and removed by security officials.",2,0,0,3,Bombing/Explosion,1,Business,Unknown,,-99,-99,6,Explosives/Bombs/Dynamite,0,0,0,0,0,0,0,,,,Hewitt Project
1.97004E+11,1970,4,15,0,,217,United States,1,North America,California (U.S. State),Los Angeles,34.05349,-118.245319,,"4/15/1970: Four Cuban refugees firebombed a building in Los Angeles, California, United States, occupied by pro-Castro sympathizers.  There were no casualties but the building was damaged.",,1,0,7,Facility/Infrastructure Attack,14,Private Citizens & Property,Cuban Exiles,Intimidate pro-Castro sympathizers and protest Fidel Castro's government.,4,-99,8,Incendiary,0,0,0,0,0,0,1,3,Minor (likely < $1 million),,Hewitt Project
1.97004E+11,1970,4,15,0,,217,United States,1,North America,California (U.S. State),Los Angeles,34.05349,-118.245319,1549 Norfolk St.,"4/15/1970: In a series of related attacks, suspected members of the Chicano Liberation Front set fire to the Board of Education administration building in Los Angeles, California, United States.  There were no casualties but the building sustained $75,000 in damages.",,1,0,7,Facility/Infrastructure Attack,8,Educational Institution,Chicano Liberation Front,To protest the poor quality of education at a school district made up primarily of Mexican-Americans.,-99,-99,8,Incendiary,0,0,0,0,0,0,1,3,Minor (likely < $1 million),"This is part of a multiple incident with 197004150005.  There were two other incidents also protesting the quality of education at Roosevelt High School (197003170002 and 197004080003).  Moreover, the school was the target of many demonstrations during this time period.  The fire started in the west wing of the building and spread to the east wing.  The office of Richard Cooper, the superintendent for East Los Angeles junior and senior high schools, was destroyed.  The Chicano Liberation Front claimed credit for the incident in a tape recording sent to the Los Angeles Free Press.  The CLF stated that they were ""fed up with our people being treated like dogs."" However, authorities could not confirm if the CLF actually committed the attack.",Hewitt Project
1.97004E+11,1970,4,15,0,,217,United States,1,North America,California (U.S. State),Los Angeles,34.05349,-118.245319,450 Ficketts St.,"4/15/1970: In a series of related attacks, suspected members of the Chicano Liberation Front set fire to a storage structure at Roosevelt High School in Los Angeles, California, United States.  There were no casualties but the school sustained $20,000 in damages.",,1,0,7,Facility/Infrastructure Attack,8,Educational Institution,Chicano Liberation Front,To protest the poor quality of education at a school district made up primarily of Mexican-Americans.,-99,-99,8,Incendiary,0,0,0,0,0,0,1,3,Minor (likely < $1 million),"This is part of a multiple incident with 197004150004.  There were two other incidents also protesting the quality of education at Roosevelt High School (197003170002 and 197004080003).  Moreover, the school was the target of many demonstrations during this time period.  Shortly before the fire ignited, people were witnessed running  from the school.  The Chicano Liberation Front claimed credit for the incident in a tape recording sent to the Los Angeles Free Press.  The CLF stated that they were ""fed up with our people being treated like dogs."" However, authorities could not confirm if the CLF actually committed the attack.",Hewitt Project
1.97004E+11,1970,4,16,0,,217,United States,1,North America,Missouri (U.S. State),Kansas City,39.10296,-94.583062,Air-conditioning unit,"4/16/1970: In a series of related attacks, unknown perpetrators bombed the Plaza III Restaurant in Kansas City, Missouri, United States.  There were no casualties but the blast blew a hole through the ceiling of the restaurant.",2,1,0,3,Bombing/Explosion,1,Business,Unknown,,-99,-99,6,Explosives/Bombs/Dynamite,0,0,0,0,0,0,1,3,Minor (likely < $1 million),"Part of a multiple attack with 197004160002 and 197004160003.  All three incidents occurred within a four-minute time span.  This attack occurred two days after other bombings in Kansas City 197004130002, 197004130003, and 197004130004.  The Kansas City Police department were unsure of the motive behind the attacks believing that the perpetrators could be left-wing radicals, right-wing radicals, or mad men.",Hewitt Project
1.97004E+11,1970,4,16,0,,217,United States,1,North America,Missouri (U.S. State),Kansas City,39.10296,-94.583062,Women's Restroom,"4/16/1970: In a series of related attacks, unknown perpetrators bombed the Waltower Building in Kansas City, Missouri, United States.  There were no casualties but the building sustained extensive damages.",2,1,0,3,Bombing/Explosion,14,Private Citizens & Property,Unknown,,-99,-99,6,Explosives/Bombs/Dynamite,0,0,0,0,0,0,1,3,Minor (likely < $1 million),"Part of a multiple attack with 197004160001 and 197004160003.  All three incidents occurred within a four-minute time span.  This attack occurred two days after other bombings in Kansas City 197004130002, 197004130003, and 197004130004.  The Kansas City Police department were unsure of the motive behind the attacks believing that the perpetrators could be left-wing radicals, right-wing radicals, or mad men.",Hewitt Project
1.97004E+11,1970,4,16,0,,217,United States,1,North America,Missouri (U.S. State),Kansas City,39.10296,-94.583062,Restroom,"4/16/1970: In a series of related attacks, unknown perpetrators bombed the Argyle Building in Kansas City, Missouri, United States.  There were no casualties but the building was damaged.",2,1,0,3,Bombing/Explosion,14,Private Citizens & Property,Unknown,,-99,-99,6,Explosives/Bombs/Dynamite,0,0,0,0,0,0,1,3,Minor (likely < $1 million),"Part of a multiple attack with 197004160001 and 197004160002.  All three incidents occurred within a four-minute time span.  This attack occurred two days after other bombings in Kansas City 197004130002, 197004130003, and 197004130004.  The Kansas City Police department were unsure of the motive behind the attacks believing that the perpetrators could be left-wing radicals, right-wing radicals, or mad men.",Hewitt Project
1.97004E+11,1970,4,16,0,,217,United States,1,North America,California (U.S. State),Trona,35.76625,-117.370674,,"4/16/1970: Unknown perpetrators bombed railroad tracks leading to the American Potash Plant in Trona, California, United States.  There were no casualties but the tracks were partially damaged.  At the time, the American Potash Plant of Trona was the scene of a major workers strike.",,1,0,3,Bombing/Explosion,1,Business,Strikers,,-99,-99,6,Explosives/Bombs/Dynamite,0,0,0,0,0,0,1,3,Minor (likely < $1 million),"Other attacks in Trona during the American Potash Plant strike include 197004050004, 197004050005, 197004140002 197004220001, and 197005210001",Hewitt Project
1.97004E+11,1970,4,17,0,,217,United States,1,North America,California (U.S. State),Oakland,37.805065,-122.273024,,"4/17/1970: Suspected members of the Black Panther Party ambushed a police paddy wagon carrying two police officers and four prisoners in Oakland, California, United States.  Both police officers were critically wounded.  In the ensuing car chase, the perpetrators threw fragmentation grenades at police vehicles causing major damage.  Two of the assailants were eventually captured.",,1,0,2,Armed Assault,3,Police,Black Panthers,To kill police,-99,2,5,Firearms,0,0,0,2,2,0,1,3,Minor (likely < $1 million),"The Black Panther Party denied involvement in the attack, however, one of the captured assailants, Lewis R. Williams, was a captain in the BPP.",Hewitt Project
1.97004E+11,1970,4,19,0,,217,United States,1,North America,Washington (U.S. State),Seattle,47.60356,-122.329439,Capital Hill Area,"4/19/1970: In a simultaneous bombing campaign, suspected White Racists detonated an explosive device at the Japanese Presbyterian Church in Seattle, Washington, United States.  There were no casualties and the church sustained $2,000 in damages.",,1,0,3,Bombing/Explosion,15,Religious Figures/Institutions,White Extremists,To intimidate/show dissatisfaction with White sympathizers of the African American cause.,-99,-99,6,Explosives/Bombs/Dynamite,0,0,0,0,0,0,1,3,Minor (likely < $1 million),"This was part of a multiple attack 197004190002, 197004190003, and 197004190004.  Although leftists, rightists, Blacks, and Whites have been accused of being perpetrators of the bombings, the general consensus is that the attack was carried out by White Racists.  This attack had a great psychological affect on the city of Seattle.  The mayor enforced the notion that the citizens of the Emerald City were ""frightened"" and needed answers.",Hewitt Project
1.97004E+11,1970,4,19,0,,217,United States,1,North America,Washington (U.S. State),Seattle,47.60356,-122.329439,Capital Hill Area,"4/19/1970: In a simultaneous bombing campaign, suspected White Racists detonated an explosive device at Hard Castle Realty, a real estate office that employed African Americans in Seattle, Washington, United States.  There were no casualties and the office sustained $4,000 in damages.",,1,0,3,Bombing/Explosion,1,Business,White Extremists,To intimidate/show dissatisfaction with White sympathizers of the African American cause.,-99,-99,6,Explosives/Bombs/Dynamite,0,0,0,0,0,0,1,3,Minor (likely < $1 million),"This was part of a multiple attack 197004190001, 197004190003, and 197004190004.  Although leftists, rightists, Blacks, and Whites have been accused of being perpetrators of the bombings, the general consensus is that the attack was carried out by White Racists.  This attack had a great psychological affect on the city of Seattle.  The mayor enforced the notion that the citizens of the Emerald City were ""frightened"" and needed answers.  There was an attempted bombing against the same realty office a month later (197005150004).",Hewitt Project
1.97004E+11,1970,4,19,0,,217,United States,1,North America,Washington (U.S. State),Seattle,47.60356,-122.329439,Capital Hill Area,"4/19/1970: In a simultaneous bombing campaign, suspected White Racists detonated an explosive device at a restaurant that was constructed by African Americans in Seattle, Washington, United States.  There were no casualties and the restaurant sustained around $2,000 in damages.",,1,0,3,Bombing/Explosion,1,Business,White Extremists,To intimidate/show dissatisfaction with White sympathizers of the African American cause.,-99,-99,6,Explosives/Bombs/Dynamite,0,0,0,0,0,0,1,3,Minor (likely < $1 million),"This was part of a multiple attack with 197004190001, 197004190002, and 197004190004.  Although leftists, rightists, Blacks, and Whites have been accused of being perpetrators of the bombings, the general consensus is that the attack was carried out by White Racists.  This attack had a great psychological affect on the city of Seattle.  The mayor enforced the notion that the citizens of the Emerald City were ""frightened"" and needed answers.",Hewitt Project
1.97004E+11,1970,4,19,0,,217,United States,1,North America,Washington (U.S. State),Seattle,47.60356,-122.329439,Capital Hill Area,"4/19/1970: In a simultaneous bombing campaign, suspected White Racists detonated an explosive device at the house of State Legislator David G. Sprague in Seattle, Washington, United States.  There were no casualties and the house sustained $1,000 in damages.",,1,0,3,Bombing/Explosion,2,Government (General),White Extremists,To intimidate/show dissatisfaction with White sympathizers of the African American cause.,-99,-99,6,Explosives/Bombs/Dynamite,0,0,0,0,0,0,1,3,Minor (likely < $1 million),"This was part of a multiple attack with 197004190001, 197004190002, and 197004190003.  Although leftists, rightists, Blacks, and Whites have been accused of being perpetrators of the bombing, the general consensus is that the attack was carried out by White Racists.  This attack had a great psychological affect on the city of Seattle.  The mayor enforced the notion that the citizens of the Emerald City were ""frightened"" and needed answers.  Two months before this attack, the Seattle home of State Senator Fred Dore, a white legislator in a Black community, was also bombed (197002060002).",Hewitt Project
1.97004E+11,1970,4,19,0,,217,United States,1,North America,New York (U.S. State),New York City,40.713985,-73.829959,Queens,"4/19/1970: Unknown perpetrators placed a pipe bomb in a corrections officer's car parked outside of the House of Detention in Queens, New York, United States, where ten Black Panthers members were held.  The bomb failed to explode and was discovered  after an unknown individual phoned the police stating ""we're going to blow up the jail in a half hour.  Free the Panther 21.""",,0,0,3,Bombing/Explosion,3,Police,Black Nationalists,To coerce the government to free the Panther 21 from prison.,-99,-99,6,Explosives/Bombs/Dynamite,0,0,0,3,3,0,0,,,The lighted cigarette burned out before detonating the bomb.,Hewitt Project
1.97004E+11,1970,4,20,0,,217,United States,1,North America,Kansas (U.S. State),Lawrence,38.973065,-95.236534,University of Kansas,"4/20/1970: Unknown perpetrators firebombed the Student Union at the University of Kansas, Lawrence, United States.  There were no casualties but the building sustained approximately $3,000,000 in damages.",,1,0,7,Facility/Infrastructure Attack,8,Educational Institution,Student Radicals,This attack occurred during heightened racial tensions in Lawrence Kansas.,-99,0,8,Incendiary,0,0,0,3,3,0,1,2,Major (likely > $1 million but < $1 billion),"Authorities were unsure whether the perpetrators were Black or White.  After the attack, a curfew was instituted in Lawrence and the National Guard was called in.  Before the fire broke out, there were reports of loud explosions at the Student Union.",Hewitt Project
